"","securities.name","year.code","month.code","KV2001","KV2002","KV2003","KV2004","KV2005","KV2006","KV2007","KV2008","KV2009"
"507","SECURITIES#11",2017,9,1968.11979166667,72.3468371758585,106.525960979711,4.45586909976147,0.555738414485904,11.8880666714315,NA,-14.7149787888522,234.510567494973
"508","SECURITIES#11",2017,12,1661.10788690476,72.815766915752,106.207861742246,5.73021461370249,0.739198993139453,16.4842448317742,NA,-17.0290365274382,204.006904198424
"509","SECURITIES#11",2018,3,1419.95014880952,70.7404848420855,106.372234434676,2.12096272500505,0.280317846440766,4.94464005515737,NA,-1.38219349450162,187.612814962573
"510","SECURITIES#11",2018,6,588.752976190476,66.4699606736808,106.764894598743,3.88962448776333,0.470678445368147,9.52147140557121,NA,-6.10628851917476,135.321551804949
"511","SECURITIES#11",2018,9,474.558035714286,69.7950392959958,106.40260176365,4.65088370514746,0.592728269626386,12.8378550051077,NA,-9.50632664581518,126.011335093235
"512","SECURITIES#11",2018,12,475.784970238095,66.8637629774887,105.041211934812,5.27106166080244,0.650959549181513,16.9116137191024,NA,-8.2531455033291,124.263791587631
"513","SECURITIES#11",2019,3,806.255208333333,66.8632508187481,102.070475394567,0.826553461638081,0.101591106318327,6.01888997921306,NA,-8.48487854400993,138.196156228179
"514","SECURITIES#11",2019,6,409.246414602347,66.2629349278117,104.077253425006,2.6215689328004,0.311754526875867,10.838199597745,NA,-11.2855363106259,117.550988066014
"515","SECURITIES#11",2019,9,203.689327621531,73.8575949137128,104.459865416508,4.10313464833791,0.512405596891418,15.9596763270258,NA,-13.1368056485291,107.641337151552
"516","SECURITIES#11",2019,12,270.040603464332,73.325826183037,104.952822837801,5.15880073555744,0.64646627342169,18.3864426792994,NA,-12.2362475303699,109.581185601074
"517","SECURITIES#11",2020,3,203.300428385174,74.765932471117,101.105232428932,0.76098435939826,0.0812802318220381,10.6007026191564,NA,2.13013794031617,106.681732069106
"518","SECURITIES#11",2020,6,534.764760663066,78.2750133152313,104.584411775516,3.5278721327301,0.401031103653321,12.4158375436954,NA,-3.41346049939485,117.60942102602
"519","SECURITIES#11",2020,9,593.393183088098,78.5110514141931,106.324780333604,5.74605911948632,0.654246679090103,15.190617395897,NA,-5.46139485822876,119.333499850353
"520","SECURITIES#11",2020,12,393.215868876886,76.9176635648753,107.8814688158,6.58438713852558,0.707623283050954,18.2022673638041,NA,-4.06750431607501,113.073845027349
"521","SECURITIES#11",2021,3,380.501396908177,76.1951430098299,110.259518725522,2.71599498111127,0.301152454353284,5.33062865753943,NA,1.00677821553495,112.700578942565
"522","SECURITIES#11",2021,6,373.092195939654,74.1713383569017,111.556622549887,4.67885359077188,0.519476772577976,7.77079700827768,NA,0.97376539659901,111.910413903312
"523","SECURITIES#11",2021,9,354.31178990501,73.0606961133349,114.324814762733,8.44634242257619,0.933981816512882,11.0695405733226,NA,1.99480182808887,110.599904560182
"524","SECURITIES#11",2021,12,103.722853417769,75.1423091742446,115.201052842533,8.61193458951986,0.9820567807137,14.0589116721233,NA,1.54375370826199,103.161033521868
"525","SECURITIES#11",2022,3,180.370273794003,72.1898314465358,107.180656220125,1.99509597774345,0.227637220132181,5.94868277347139,NA,-1.07187517780984,106.068516266297
"526","SECURITIES#11",2022,6,-267.818215682622,70.7053603578861,104.649686294813,3.22140303706459,0.370595948455001,12.5458674974711,NA,-4.45185070306939,91.2242464190026
"527","SECURITIES#11",2022,9,-494.004842615012,72.0147000305416,103.400655706183,3.78946518212487,0.412587766740732,19.1752909110394,NA,-2.32073803693947,84.190886772619
"528","SECURITIES#11",2022,12,-177.726205997392,72.2564579785414,103.382400624288,4.37106862575764,0.512808553648842,21.6196360632105,NA,-8.63533811316465,94.1503814893964
"529","SECURITIES#12",2011,3,NA,NA,111.807866895482,7.04972416290923,4.41310080257613,51.2723747874447,NA,-8.0123982342227,NA
"530","SECURITIES#12",2011,6,NA,NA,109.351125745563,1.42368990095838,0.118798815442376,1.68670705187808,NA,-1.94425905656852,NA
"531","SECURITIES#12",2011,9,NA,NA,106.265647160387,2.25959608762701,0.305135272952898,6.1451754964644,NA,-6.46824893846251,NA
"532","SECURITIES#12",2011,12,NA,NA,107.27659249938,3.34768655913555,0.947339422700652,16.7118753058359,NA,-5.70219286851973,NA
"533","SECURITIES#12",2012,3,NA,NA,108.499595865061,4.54874526569275,2.43852950148161,38.2052629858811,NA,-4.69582314076038,NA
"534","SECURITIES#12",2012,6,NA,NA,107.634968881169,0.722717293038874,0.152024484744033,3.23239479856756,NA,0.449438202247191,NA
"535","SECURITIES#12",2012,9,NA,NA,107.356923632425,1.58639203742661,0.268895771067383,6.32949511193346,NA,3.04300501323956,NA
"536","SECURITIES#12",2012,12,NA,NA,105.273000223366,1.71174497435132,0.409303851601213,12.6892333739486,NA,3.87466580778285,NA
"537","SECURITIES#12",2013,3,NA,NA,103.867387762714,1.93893674766787,1.14380476505318,45.7069772555189,NA,2.68779102424786,NA
