index,KV001,KV002,KV003,KV004,KV005,KV006,KV007,KV008,KV009,KV010,KV011,KV012,KV013,KV014,KV015,KV016,KV017,KV018
50,5.343942036,13.12248288,13.91895239,1.286376887,-1.560161412,-0.745565259,31.99674289,3.015969555,29.57406778,0.884916314,90.19539638,-1.015751594,0.250073998,1.03630289,-2.642404363,57.94835277,8.001553411,136.5945183
51,5.380953596,12.86761924,13.81956859,1.833324453,-2.717932275,-1.378825306,30.532193,2.826617154,29.42379381,0.90065997,91.50899263,-0.962541982,0.26545851,1.567865943,38.08501975,24.34388729,8.105030472,112.1168865
52,5.755433165, , ,2.400183628,-4.611503372,-0.631190698,31.51514263,-0.375459317,30.44922145,0.829811641,87.48265901,2.18420194,0.359804053,2.040379575,63.52725445,27.89257489,11.33927605,87.98144285
53,5.611502942, , ,0.737539397,-1.116718702,-80.60639417,36.48171965,-92.93635552,12.83815119,2.340131852,105.8547672,0.592784981,0.377880539,0.359658858,-143.1655459,-1182.247177,13.78573188,-385.5593491
54,5.329634027, , ,1.060135286,-3.635521075,2.839218381,35.36078862,0.86645351,12.20498108,2.325835167,100.9370984,1.410740476,1.029195238,0.030940048,-11.5672208,24.29055308,36.39315526,-1155.773825
55,5.258229789, , ,1.596058439,-6.369694561,1.533624179,34.99387628,-0.291635374,11.8612081,2.050964825,98.3653919,2.76277306,1.2405556,0.355502839,-33.98556651,33.13492043,43.41184917,-1492.803258
56,6.002363193, , ,1.908290812,-8.310257043,4.110346598,41.74539921,0.039452173,13.5963678,1.835595231,95.21176112,4.291584683,1.73971581,0.168575002,-19.76363564,63.18130155,72.62513098,-2492.13137
57,6.984042367, , ,0.699645513,-0.595769476,-1.89608272,37.6258375,2.651483733,12.82269592,1.701931114,96.64129629,0.780415994,0.145575695,0.554069819,-50.1601029,45.07145152,5.47740744,-182.8742022
58,7.12158232, , ,1.319879635,3.659905247,-0.760194036,37.38805735,1.518670889,13.03425114,1.762153986,94.84083107,1.932173415,0.267647524,1.052232111,15.53790622,23.03200188,10.00682096,-317.4163609
59,6.827506544, , ,1.832439857,2.471044254,-1.89373888,35.18686708,-6.345633731,11.71022095,1.796982395,91.91759351,3.926937033,0.409752447,1.42268741,16.78838078,18.96368154,14.41790488,-404.3645602
60,7.38801417, , ,1.470164905,-4.775036889,-0.393306248,38.53461049,-3.672809038,12.40211727,1.845084761,83.84131878,5.633914346,0.774562437,0.695602468,14.67545377,22.08053211,29.84746182,158.7884969
61,7.268348242, , ,0.792951459,4.35361742,-2.018830333,36.87065269,-1.136463894,11.97344728,2.067161053,84.22152969,1.380788755,0.28111801,0.511833449,-32.02427155,56.78855035,10.36500451,56.91423976
62,7.241461445, , ,0.687968037,3.505171672,-3.010499937,35.69810903,1.867187869,12.17567897,2.437361038,86.99790352,2.958153987,1.196946465,-0.508978428,-3.183449664,26.02369965,42.72872542,239.6226922
63,7.348277871, , ,0.904617736,0.198668707,-9.437448669,33.03056509,1.874741971,12.67307058,2.641887549,84.80746111,3.958433392,1.732852878,-0.828235142,16.25749475,13.06775301,57.23710978,268.5565191
64,7.898434345, , ,1.202282056,-4.712507295,-6.594007871,33.301781,-5.070021357,12.98559805,2.44056106,77.28432426,6.730731798,2.616910239,-1.414628184,-3.790058355,24.38742317,87.14777168,263.0991227
65,7.7414182, , ,0.561549918,8.38135495,-7.174844136,30.31206867,-1.374590627,12.55836795,2.721493292,81.13776813,1.361354893,0.543700063,0.017849856,33.84780491,28.61173079,16.48067364,25.39671808
66,7.736785541, , ,0.762444345,9.590567536,-2.187591621,29.64161974,-4.997077623,11.92786104,2.360731236,85.76711264,2.706357855,0.93746035,-0.175016005,16.55043643,44.12788931,27.78784322,14.03286083
67,8.280776527, , ,0.673921266,6.956316244,-6.178121675,29.93516504,-0.351482633,12.7940786,2.550483386,81.95426825,4.541338242,1.538393873,-0.864472607,10.04415252,20.0804052,46.0520745,-7.414383994
68,8.942574915,13.75499608,14.70261576,1.270731792,1.132578899,-2.591255328,31.16907537,-5.235475905,12.95982437,2.548746791,80.29255928,5.88261258,2.163954984,-0.893223193,-10.3678595,26.30809031,67.44847601,-6.340156745
69,8.029951879,14.37366044,14.37375501,-0.190825501,10.5683452,-4.469777241,28.7151004,1.128075181,12.6391098,3.067624385,80.12240614,1.059659709,0.59139785,-0.782223352,1.743510478,20.9218442,16.98204865,3.668122508
70,8.268615655,14.85206753,14.85214523,-0.153787589,8.881447977,-3.367345101,28.50999951,2.994453432,13.37498437,2.992355825,79.20208541,2.443098629,1.351583383,-1.505370971,11.90525259,18.10882929,38.53364157,27.66715465
71,7.618102214,14.53243759,14.53251346,-0.026997226,8.773660889,2.277390313,26.66410872,1.241376161,12.3823064,2.92797158,79.71044882,3.579415959,1.651715275,-1.678712501,17.55709867,18.17103598,44.04151568,55.36018521
72,7.778977301,14.02065806,14.02065806,-0.065831652,8.291331689,9.207634217,30.78274321,-4.012722533,12.56442069,2.537690975,82.70473948,5.711470108,2.228509481,-2.294341133,-8.067461502,27.41481407,68.5996351,127.5953213
73,7.684524721,13.99929124,13.99929124,0.235884969,15.10870069,1.384524321,30.52990242,4.548867784,12.85015103,2.602051115,85.48075881,1.057853954,0.6446065,-0.408721531,14.13061219,18.78102675,19.67977355,48.33352384
74,7.770539332,14.14475505,14.14475505,0.748269191,13.99514464,-0.421572305,30.25170029,0.518981894,12.853323,2.401844401,86.24467379,2.452926564,0.713792635,0.034476556,28.02698918,15.26493659,21.59344087,73.80638091
75,7.595499949,13.99331475,13.99331475,0.7111596,12.67798424,-0.900181821,29.35757989,0.807483479,12.68836898,2.288663826,84.40456536,3.517708152,0.902650594,-0.191490994,66.37997493,36.55317593,26.49963693,105.177059
76,7.842469097,13.74054442,13.74054442,-1.915156961,10.63021461,5.30001636,34.54079795,-6.092924504,13.31336355,1.890818539,85.38587681,5.396315816,1.420431942,-3.335588904,14.99899532,34.31654677,49.06285271,210.185261
77,7.536606447,14.32204015,14.32204015,0.205661556,14.28657804,1.349348646,33.27784891,2.345011201,12.95258308,1.935217246,86.8851685,0.937986812,0.05419825,0.151463305,12.34222622,11.34392868,1.803601182,7.544463746
78,7.533413805,15.14642307,15.14642307,0.868899563,13.08886327,3.636217496,33.90950213,-1.153019156,12.58851233,1.913618333,88.62041797,2.444914706,-0.115491106,0.98439067,37.77440421,31.90037135,-3.916245916,-15.57099376
79,7.761214503,15.99782146,15.99782146,1.403640721,8.796389016,4.972383184,36.10195855,1.589033753,12.97046458,1.600604733,90.89844007,2.793080894,-0.153506786,1.557147506,53.98939618,21.99898068,-5.541895609,-20.95944919
80,7.902233619,16.00378012,16.00378012,1.530925599,8.332010333,5.188699905,38.60465484,2.546806171,13.52127028,1.715759787,90.04972246,3.059038863,-0.095643906,1.626569504,12.90163663,8.296152478,-3.692299963,-13.49166406
81,7.328892334,17.76449826,17.76449826,0.634592195,8.877452679,3.502471669,36.88170848,0.702611247,12.56836724,1.577223394,85.21199087,1.334496857,-0.02526891,0.659861105,30.62398607,17.87224798,-0.931960557,-2.54518428
82,7.86098229,18.04836358,18.04836358,1.303782071,7.10260008,2.816405102,39.93009126,-1.837525576,12.99125825,1.452302919,90.76725383,2.953175776,-0.156793271,1.460575342,-7.752856536,36.83130221,-6.260769625,-12.39632386
83,7.450919593,17.50753176,17.50753176,1.50605008,5.870200828,2.180778873,38.34437943,1.34843491,12.37372514,1.436479914,87.98969674,5.062223224,-0.236394365,1.742444446,19.33559195,44.02448863,-9.064395233,-15.39134311
84,7.895890918,17.27518118,17.27518118,1.82394882,3.983489981,1.516488833,40.98528811,-4.651535434,12.42235279,1.572057012,84.6950371,8.510724414,-0.317476494,2.141425314,-23.43545364,20.60041552,-13.01186557,-23.7726784
85,7.277823638,17.18892899,17.18892899,0.539226787,6.619936789,0.145669358,38.17498383,2.424557776,11.83386614,1.488749948,84.33486273,0.12144844,-0.030239478,0.569466265,18.50700767,61.92851733,-1.154391568,-2.520036792
86,6.894367113,16.64438394,16.64438394,0.850647888,4.768416515,-0.321973521,35.5574772,1.82826444,11.26023986,1.56703083,83.12320878,2.159805874,-0.08335746,0.934005348,-28.75579786,17.47055181,-2.963980997,-6.437766726
87,7.033671996,16.81585684,16.81585684,1.173685189,2.844213725,-0.336083939,35.72178641,1.873119307,11.56302667,1.343776381,85.9089204,4.340420259,-0.104125516,1.277810706,-31.95033705,27.69747646,-3.719549455,-10.29943244
88,7.497672779,15.39921496,15.39921496,1.378113809,1.887377388,0.471620464,38.19854847,-6.199970961,11.54369342,1.325057279,82.38788137,6.866791219,-0.082944849,1.461058658,-11.94245878,34.59243081,-3.168372841,-10.62038576
89,6.537053396,14.49910894,14.49910894,0.446605342,5.020003115,-0.996028305,37.0145024,5.261800776,11.89290685,1.383957245,84.11061753,-1.005026447,0.05333229,0.393273052,-13.49950843,27.7744889,1.974068176,5.979452506
90,6.414485205,14.65102682,14.65102682,0.856433119,3.526051934,-0.598713628,35.44059067,-2.463666444,11.17355767,1.384480975,84.35469688,1.678150858,0.170516679,0.68591644,28.24320032,33.67548339,6.043211828,14.31636882
91,6.227179594,15.39555987,15.39555987,1.377580453,2.281680904,7.887352771,36.24109965,-1.137469905,10.47015411,1.204646134,84.86095027,4.396652502,0.150388651,1.227191802,-22.70781,24.27011824,5.45025008,11.87064467
92,6.692381769,16.04808279,16.04808279,1.830847963,0.730392433,5.692353381,41.0462011,-3.823298592,10.79073397,1.101068923,81.00649452,11.91204056,0.143397618,1.687450345,25.9235386,56.88445074,5.885927468,12.578227
93,5.549575024,14.50614101,14.50614101,0.448927967,4.075456383,1.222024737,34.77056147,14.8478694,10.37140618,1.09020361,75.72871597,1.71790066,0.08569942,0.363228547,0.183288967,-78.55910545,2.979816945,8.584852619
94,5.651630092,14.84252866,14.84252866,0.879615943,2.521985568,3.216448443,35.70144808,6.509937149,10.9888688,1.003097369,77.01928761,1.691513495,0.208983191,0.670632752,-15.29063377,-40.67839067,7.46100254,18.98079046
95,5.573565916,14.9093352,14.9093352,0.874558358,1.508978696,3.290877821,36.39875603,0.61725281,10.91350333,1.304012992,83.63398881,5.371376086,0.274359123,0.600199235,-40.23569071,42.16384562,9.986330784,39.3161843
96,5.613149405,14.99692798,14.99692798,1.193446318,0.144114395,6.94218392,38.66485818,0.945118867,10.94284733,1.161272641,83.82405609,6.546978609,0.326963968,0.86648235,11.85899269,25.49223186,12.64201544,88.43089802
97,5.365197916,15.13434912,15.13434912,0.460350213,2.564460889,3.6679903,37.86537938,4.272225284,10.77904273,1.059635987,82.23878065,0.542016255,0.042136469,0.418213745,1.537525076,34.86728592,1.595513368,16.95552056
98,5.97494734,15.41292885,16.41639256,0.846220628,1.749874502,0.303744165,39.27382256,-3.935797887,10.70743607,1.059892319,82.13007501,1.087977599,0.069576463,0.776644164,-18.30162754,65.40792614,2.73253367,37.10780723
99,5.576068524,14.40969997,15.33509431,1.138698298,1.390563351,3.715986126,38.03817574,-0.993498759,9.899653851,1.266400921,83.64819524,1.474159613,0.151761354,0.986936944,-11.43050907,23.28899781,5.772725068,98.53464418
100,5.685794758,14.17038403,15.11207304,0.564758918,0.626272869,1.433836087,40.57389051,-1.462239484,10.25809742,1.281954805,77.8947889,2.205581679,0.133095142,0.431663776,22.12197883,75.8324347,5.400187705,100.6378981
101,5.386641503,14.6652171,15.61307267,0.648016318,2.243492694,-1.338280017,37.06081948,4.413599812,9.91616104,1.987303751,78.78744373,-0.370990453,0.008643741,0.639372577,-15.4244253,0.661462867,0.320344124,5.935976627
102,5.059385735,13.79859408,14.68907446,0.850212876,1.122417186,-0.027911845,34.72192616,2.073339935,9.485624405,1.973144046,78.13340066,-0.697595071,0.102246831,0.747966045,-0.847528162,62.88385142,3.550206915,60.60558224
103,4.469673795,12.62667673,13.4225359,1.104988602,-0.472123213,-1.91770931,29.39143117,1.575908518,8.315396539,1.694205928,78.25816813,-0.630008597,0.115947551,0.989041052,10.7631274,23.4343366,3.407864452,47.14098896
104,5.376884238,15.66757982,16.66418321,1.587671314,-4.330085808,-3.95032162,33.22619465,10.04159175,10.76970442,1.329965531,78.28664459,3.425590223,0.372319604,1.21535171,22.46920351,29.4069468,12.37076363,95.98475502
105,8.833023535, , ,0.628517388,-2.640940589,-64.49538283,19.94785807,-14.17163503,15.63023306,4.048073641,82.71784239,0.656375856,0.35635561,0.272161778,-174.3016432,-646.441536,7.108531139,-198.8113989
106,9.037129645, , ,1.27016593,-5.297315397,5.224684017,21.25597207,-1.418525791,15.60370867,3.778503818,86.00679406,1.515141649,0.961861222,0.308304708,-14.78835095,14.60146501,20.44529528,-649.3016875
107,8.759034644, , ,1.691072958,-8.082280647,1.99116552,20.59608002,0.357135224,14.87706065,3.977044492,84.76603534,2.547428519,1.300029745,0.391043213,-42.62679908,19.50196849,26.77551665,-920.7296911
108,9.979620554, , ,2.360165047,-10.75033479,4.051287828,24.28179984,-2.373878025,16.45629319,3.551813703,84.75584974,4.304263749,1.966467667,0.393697379,-23.92081381,36.75029457,47.74937429,-1638.519779
109,9.438305151, , ,0.983708921,-2.395800371,9.68338846,24.67485294,7.990072908,16.46450545,3.424281995,91.39365176,0.597124063,0.026294597,0.957414324,-64.40621323,29.55765271,0.648815305,-21.66199658
110,9.971215762, , ,2.053313337,-4.874099839,0.507598712,25.69346289,-1.16904295,16.85818682,3.887835212,92.53874957,1.466664587,0.311618831,1.741694506,20.09635406,15.82783187,8.006566871,-253.9683011
111,9.687939079, , ,2.886437241,-7.331635404,0.521777236,24.41933324,2.5992232,16.35332007,3.680150991,93.08055151,2.111361134,0.609610995,2.276826246,23.44496876,13.16060501,14.88629404,-417.5010028
112,9.934860122, , ,3.235250623,-9.978677497,1.914552779,25.97058227,-2.491126095,16.64032331,4.241075506,94.78024255,2.924819215,1.17234499,2.062905632,19.69053267,14.88127863,30.44648202,161.9752843
113,9.64209891, , ,0.610114385,-2.50140583,-0.372429703,24.77960569,6.805196939,17.02108776,4.758048375,93.8755644,0.744042879,0.537007558,0.073106827,-45.52472848,38.16579807,13.30683555,73.06783401
114,9.340673823, , ,0.847121519,-5.368459691,-1.646695646,23.34112177,-4.239930756,15.61026011,4.836808615,81.65874699,1.811768216,1.127119921,-0.279998403,-4.081454302,17.01553273,26.30824333,147.5366286
115,9.335638393, , ,1.079118115,-8.767100119,-4.127479064,22.1946455,-1.741174356,15.21297145,4.735330404,78.83754907,3.26361621,1.385007632,-0.305889517,19.51577575,8.78078061,30.73975339,144.2309229
116,11.11647841, , ,1.466622874,-12.42526071,-2.140779292,26.16409809,-10.17398302,16.46159817,4.205979161,78.39258806,5.420699292,2.008818745,-0.542195872,-4.804585621,19.16038461,52.5589307,158.6754118
117,10.5119936, , ,0.415338072,-2.743350027,-5.193034749,23.21764123,-1.609484909,15.15993407,4.592046984,78.94874618,0.223954129,0.635800265,-0.220462193,40.85964778,21.91526114,14.76178244,22.74790674
118,10.53128036, , ,0.845539142,-5.098879834,0.007087098,23.08282388,-0.627290898,14.97629915,5.006488884,72.8059807,0.384287489,1.065095638,-0.219556496,20.78027956,34.36371919,24.58541502,12.41563458
119,10.77351873, , ,1.06528975,-7.685518743,-0.626655348,23.33265877,-1.353269029,15.0277025,4.719733666,73.78473018,0.748623367,1.678170017,-0.612880267,11.79768709,15.65146682,39.15616837,-6.304143108
120,11.92095981,16.96444417,16.96444417,1.758989691,-10.06205242,2.049110939,26.01771323,-4.812936111,15.63025945,3.761552347,76.21491409,1.160578816,2.369981561,-0.610991869,-12.50420756,21.96011082,61.66150062,-5.796181058
121,11.46977665,17.09806393,17.09806393,0.277333163,-2.016175971,1.728526699,25.32998755,6.377393185,15.91250781,7.207891719,78.2112385,0.10578096,0.625841411,-0.348508248,2.195061561,18.45544838,15.85255515,3.424151913
122,10.98380194,17.34898058,17.34898058,-0.289597163,-4.07251068,0.674258034,24.746151,-2.63044284,15.03543748,7.076858721,77.7649345,0.342152561,1.020444772,-1.310041935,13.38324413,15.71812809,25.25208041,18.13099373
123,11.75167015,17.28686864,17.28686864,0.52409607,-5.990974252,3.931595132,27.01643118,-3.660611304,15.21572614,5.596173733,80.63621304,0.550552048,1.253243249,-0.729147179,21.57465633,18.41113642,33.85816,42.55970712
124,12.74373662,17.67850023,17.67850023,0.926579364,-7.600647637,6.558625923,29.46748739,-6.170915901,14.61358183,5.297828739,81.51125841,0.846384149,1.65219961,-0.725620246,-9.383202915,26.24345993,48.68617118,90.55627839
125,11.87444403,17.5278748,17.5278748,0.821119984,-1.710482349,0.152457642,27.32197475,1.44869367,13.72494154,4.535577488,79.78904894,0.231117421,0.133987713,0.687132271,15.09257174,16.80761149,3.660808918,8.990946702
