iter	RMSE
798	0.05540909475
799	0.05517516152
800	0.05506080135
801	0.05495173183
802	0.05488866918
803	0.05474984922
804	0.05463503583
805	0.05451796601
806	0.05433688166
807	0.05420873145
808	0.05408093474
809	0.05394662521
810	0.05374193778
811	0.05354182543
812	0.05341321338
813	0.05315708357
814	0.05297434743
815	0.05281738011
816	0.05260668896
817	0.05251524441
818	0.05249785168
819	0.05247472883
820	0.05242436953
821	0.05236139445
822	0.0523342764
823	0.0521379721
824	0.05199951689
825	0.05189249132
826	0.05179312465
827	0.05165037064
828	0.05154485129
829	0.05139184997
830	0.05126614243
831	0.05113343959
832	0.05111086031
833	0.05098316716
834	0.05083063834
835	0.0506599245
836	0.05054696704
837	0.05039264694
838	0.05015021651
839	0.0500533246
840	0.05003222357
841	0.04994225376
842	0.04992046751
843	0.04986734489
844	0.04979641338
845	0.04971089173
846	0.04952450163
847	0.04945510454
848	0.04943666035
849	0.0492134344
850	0.04913592985
851	0.04912527484
852	0.04895143056
853	0.0489341476
854	0.04881467647
855	0.04866136796
856	0.04860891726
857	0.04846938871
858	0.04831897242
859	0.0481348763
860	0.04804184101
861	0.04795602345
862	0.04785131179
863	0.04773304988
864	0.04772369527
865	0.04756029313
866	0.04746247436
867	0.04733904619
868	0.04723400072
869	0.04709411948
870	0.04699015649
871	0.04691182594
872	0.0468924067
873	0.04681533389
874	0.04672629393
875	0.04658198409
876	0.04645287556
877	0.04633921338
878	0.04621266152
879	0.04612279658
880	0.04602045786
881	0.04587747035
882	0.04586733618
883	0.04576201271
884	0.04557074031
885	0.04545389459
886	0.04539163027
887	0.04528897371
888	0.04523613847
889	0.04516475848
890	0.04495266173
891	0.04488683778
892	0.04479622572
893	0.0447288295
894	0.04467427028
895	0.04449246366
896	0.0444741542
897	0.04444477893
898	0.0443339424
899	0.04420421533
900	0.04415579165
901	0.04413213977
902	0.04398414828
903	0.0438965182
904	0.04380435566
905	0.04370495813
906	0.04365656197
907	0.04354421831
908	0.04334457485
909	0.04319474081
910	0.04307305628
911	0.04297137167
912	0.04292163727
913	0.04291494115
914	0.04278827111
915	0.04267694184
916	0.04257913687
917	0.04249412676
918	0.04247181995
919	0.04246360187
920	0.04239109503
921	0.0422102358
922	0.04209640128
923	0.0420745386
924	0.04193356995
925	0.0417676385
926	0.04174400505
927	0.04160988437
928	0.04150616673
929	0.04136483081
930	0.04126798268
931	0.04118525363
932	0.04110838869
933	0.04102021438
934	0.04089284543
935	0.04080122523
936	0.04070615088
937	0.04060183678
938	0.04052138181
939	0.04041767113
940	0.04039775069
941	0.04027566368
942	0.04020704028
943	0.04005755012
944	0.03997246029
945	0.03995107379
946	0.03993055968
947	0.03977402777
948	0.03968710992
949	0.03964734155
950	0.03954083537
951	0.03948506775
952	0.0393246927
953	0.03921516461
954	0.03917662808
955	0.0391605255
956	0.03906425541
957	0.03889546792
958	0.03882642211
959	0.03876109499
960	0.03860824288
961	0.03845376135
962	0.03834824206
963	0.03821025349
964	0.0381674363
965	0.03802334056
966	0.03789000902
967	0.0377950278
968	0.03777134194
969	0.03774173623
970	0.03758773972
971	0.03744738842
972	0.03737603038
973	0.03730287585
974	0.0372228475
975	0.03709467302
976	0.036972969
977	0.03690212513
978	0.03686234823
979	0.03679351347
980	0.03668856879
981	0.03667519051
982	0.03659263705
983	0.0365488453
984	0.0364711665
985	0.03636748723
986	0.03625203239
987	0.0361713047
988	0.03612327535
989	0.03602543313
990	0.03588565205
991	0.03579729871
992	0.03571793277
993	0.03562596129
994	0.03551860797
995	0.03544375496
996	0.03540886681
997	0.03538791695
998	0.03537932755
999	0.03525128813
24
999	0.03879636334
