iter	RMSE
210	1.928545511
211	1.92762006
212	1.927290139
213	1.925976986
214	1.924800315
215	1.924043489
216	1.923323854
217	1.922848509
218	1.921458303
219	1.920856928
220	1.920309257
221	1.920047695
222	1.918823129
223	1.918088719
224	1.917475406
225	1.916101289
226	1.915729293
227	1.914641237
228	1.913703491
229	1.912476363
230	1.912096713
231	1.911325671
232	1.910811252
233	1.910232909
234	1.908373564
235	1.908046772
236	1.906941102
237	1.906318907
238	1.904516669
239	1.903877175
240	1.902151092
241	1.900896872
242	1.899124513
243	1.898719438
244	1.898182468
245	1.897498434
246	1.896337004
247	1.895579211
248	1.895126468
249	1.894949026
250	1.893291277
251	1.892220031
252	1.892053539
253	1.891486965
254	1.891273753
255	1.891098175
256	1.890884366
257	1.890548055
258	1.88993959
259	1.889640641
260	1.888976835
261	1.888683207
262	1.888450251
263	1.886988649
264	1.885604246
265	1.884728836
266	1.883411839
267	1.882981548
268	1.882679005
269	1.882258668
270	1.88152442
271	1.88121294
272	1.88069485
273	1.880231154
274	1.880083533
275	1.879190762
276	1.879075689
277	1.878944833
278	1.878797298
279	1.878504969
280	1.877273657
281	1.87613504
282	1.875964375
283	1.875683563
284	1.87545089
285	1.875201176
286	1.874939873
287	1.873822424
288	1.873592588
289	1.873497961
290	1.87291322
291	1.872521028
292	1.872034358
293	1.871034434
294	1.870805685
295	1.870618782
296	1.868978164
297	1.868915843
298	1.868608139
299	1.868159725
300	1.867440815
301	1.866837071
302	1.866297619
303	1.866239438
304	1.864753658
305	1.864352402
306	1.863769122
307	1.863224619
308	1.861490034
309	1.861261937
310	1.86085913
311	1.86024073
312	1.85937288
313	1.858555188
314	1.858386114
315	1.857999827
316	1.857477908
317	1.856647193
318	1.855885057
319	1.854295431
320	1.85375624
321	1.853280919
322	1.852903527
323	1.851637064
324	1.851156273
325	1.850935549
326	1.850769318
327	1.84931921
328	1.849126312
329	1.848421082
330	1.847357809
331	1.846872998
332	1.845702237
333	1.845194927
334	1.844457566
335	1.844320099
336	1.842782936
337	1.842648289
338	1.842136228
339	1.841675413
340	1.841034565
341	1.840478885
342	1.840084813
343	1.839930144
344	1.839169395
345	1.839041553
346	1.838615823
347	1.838136083
348	1.836880631
349	1.836408092
350	1.835657721
351	1.835446993
352	1.833599462
353	1.833457319
354	1.832738817
355	1.830748128
356	1.830482795
357	1.829084667
358	1.827742691
359	1.827321697
360	1.826182273
361	1.824713701
362	1.823774649
363	1.823321936
364	1.822601543
365	1.82225071
366	1.820836601
367	1.819886336
368	1.819687062
369	1.818341704
370	1.817175368
371	1.816758198
372	1.816716253
373	1.816522113
374	1.816089902
375	1.815454993
376	1.814679905
377	1.814632769
378	1.814286176
379	1.81340716
380	1.813213071
381	1.813072849
382	1.812602461
383	1.811503335
384	1.811058406
385	1.811013354
386	1.809734356
387	1.809564605
388	1.809223951
389	1.80798996
390	1.807523516
391	1.807364489
392	1.807058897
393	1.807015489
394	1.806625866
395	1.805510664
396	1.804268239
397	1.803888229
398	1.8028016
399	1.802626801
400	1.801500332
401	1.800804197
402	1.79984654
403	1.798761282
404	1.797992696
405	1.797425376
406	1.796107775
407	1.79593643
408	1.79474861
409	1.793802658
410	1.793173054
411	1.792015897
412	1.791911945
413	1.791870984
414	1.791256099
415	1.791130076
416	1.790593058
417	1.789444376
418	1.788830838
419	1.787607103
420	1.787435984
421	1.787096268
422	1.786591783
423	1.786143894
424	1.785484169
425	1.785285922
426	1.784370136
427	1.783372928
428	1.78268089
429	1.782543562
430	1.782396974
431	1.782125539
432	1.780977814
433	1.779964025
434	1.778887976
435	1.778269716
436	1.776904563
437	1.776150103
438	1.775264181
439	1.774580471
440	1.774297347
441	1.773443097
442	1.772845639
443	1.772382533
444	1.772287472
445	1.771734623
446	1.771221777
447	1.77066414
448	1.769829052
449	1.769016121
450	1.768581827
451	1.768134236
452	1.767433844
453	1.767379645
454	1.766800626
455	1.765973108
456	1.765437327
457	1.764766782
458	1.764503129
459	1.764342402
460	1.762958802
461	1.762520799
462	1.762262036
463	1.761830032
464	1.761127639
465	1.760731933
466	1.760464577
467	1.759760903
468	1.75922619
469	1.758679819
470	1.758302937
471	1.757742613
472	1.757094407
473	1.756944595
474	1.755865341
475	1.75457788
476	1.753959079
477	1.753023895
478	1.752231587
479	1.751816728
480	1.751079895
481	1.750594489
482	1.750444259
483	1.750120691
484	1.749328161
485	1.748669992
486	1.748195813
487	1.747520927
488	1.747194243
489	1.746540662
490	1.745784914
491	1.744596387
492	1.744080143
493	1.743271082
494	1.742764167
495	1.74198337
496	1.741383651
497	1.740630487
498	1.739857673
499	1.73870663
500	1.738123853
501	1.73775497
502	1.737143921
503	1.736633331
504	1.736298195
505	1.73593244
506	1.735472295
507	1.734997925
508	1.734373436
509	1.733853237
510	1.733034518
511	1.732182727
512	1.731576965
513	1.731228519
514	1.730758502
515	1.730137194
516	1.730035102
517	1.72902041
518	1.728409146
519	1.728271455
520	1.727956167
521	1.727870108
522	1.727363721
523	1.727069967
524	1.726213556
525	1.725783724
526	1.725454643
527	1.724863908
528	1.724425353
529	1.723988068
530	1.723720944
531	1.723019411
532	1.722245707
533	1.72181655
534	1.721661529
535	1.721099501
536	1.720629926
537	1.720127069
538	1.719983424
539	1.719163288
540	1.718545376
541	1.717990846
542	1.717578342
543	1.717200658
544	1.716623994
545	1.715960565
546	1.715642463
547	1.715321164
548	1.714549817
549	1.714414453
550	1.71364576
551	1.712782232
552	1.712198764
553	1.711614289
554	1.711270531
555	1.710594828
556	1.709841657
557	1.709443055
558	1.708925055
559	1.708404164
560	1.708170911
561	1.707854651
562	1.707290935
563	1.706918798
564	1.706182622
565	1.705474117
566	1.705171497
567	1.704543578
568	1.704134364
569	1.703924431
570	1.703451423
571	1.703065441
572	1.702452504
573	1.702297929
574	1.701710244
575	1.70157859
576	1.701280951
577	1.700613902
578	1.700327748
579	1.699385375
580	1.69909279
581	1.698873826
582	1.698586584
583	1.698137187
584	1.697587468
585	1.697106837
586	1.696323136
587	1.69619191
588	1.695403705
589	1.69527152
590	1.694734066
591	1.694660317
592	1.694531632
593	1.694224139
594	1.694025102
595	1.69369887
596	1.693412521
597	1.692882468
598	1.692021279
599	1.691900403
600	1.691809664
601	1.691416741
602	1.691127352
603	1.690695041
604	1.690093508
605	1.689782029
606	1.689297591
607	1.688862584
608	1.688363379
609	1.688300773
610	1.687717416
611	1.68730841
612	1.686667295
613	1.686353701
614	1.686166336
615	1.6855503
616	1.685444835
617	1.684850967
618	1.684515327
619	1.684455599
620	1.68386898
621	1.683287497
622	1.683182415
623	1.682980682
624	1.68255102
625	1.682454039
626	1.682083697
627	1.681663302
628	1.681367492
629	1.680742369
630	1.680472346
631	1.67999071
632	1.679234218
633	1.678641766
634	1.678183981
635	1.677950738
636	1.677921492
637	1.677271566
638	1.676668248
639	1.676469881
640	1.676292506
641	1.675844863
642	1.675220156
643	1.674845394
644	1.674731254
645	1.674623366
646	1.673962558
647	1.6734721
648	1.672908002
649	1.672362455
650	1.671848762
651	1.67115216
652	1.670929618
653	1.670665606
654	1.670385957
655	1.669861661
656	1.66956448
657	1.669460855
658	1.66936299
659	1.669090639
660	1.668476662
661	1.667943399
662	1.667360423
663	1.666866978
664	1.666513328
665	1.666415319
666	1.665828876
667	1.665526446
668	1.665425081
669	1.665174875
670	1.66488591
671	1.664282444
672	1.663728396
673	1.663248178
674	1.662352473
675	1.6619088
676	1.661666676
677	1.661293383
678	1.660685029
679	1.66016616
680	1.659901813
681	1.659790965
682	1.659446136
683	1.659012554
684	1.658379316
685	1.657899067
686	1.65731531
687	1.656762233
688	1.656577763
689	1.65618062
690	1.656011381
691	1.655510318
692	1.655126359
693	1.654844042
694	1.654553631
695	1.653920098
696	1.653373157
697	1.652735104
698	1.652653011
699	1.652398814
700	1.652220656
701	1.651621629
702	1.651403556
703	1.650690168
704	1.650257557
705	1.650031664
706	1.649525284
707	1.64906918
708	1.648736962
709	1.64820854
710	1.647405726
711	1.647303318
712	1.647212899
713	1.64688676
714	1.64645831
715	1.64629832
716	1.646134951
717	1.645494825
718	1.645401069
719	1.645248324
720	1.645170165
721	1.644802186
722	1.643954706
723	1.643920797
724	1.643679102
725	1.643153062
726	1.642795215
727	1.642230073
728	1.642066304
729	1.641779726
730	1.641419799
731	1.640769237
732	1.640359104
733	1.639991142
734	1.639945636
735	1.639712893
736	1.639054619
737	1.638774978
738	1.638261279
739	1.637793535
740	1.637394424
741	1.637304751
742	1.637219126
743	1.636887358
744	1.636696643
745	1.636469549
746	1.635812873
747	1.635237726
748	1.634666472
749	1.634318366
750	1.634100142
751	1.633748871
752	1.633578743
753	1.633365777
754	1.633108143
755	1.632687568
756	1.632271287
757	1.631860149
758	1.631267512
759	1.630808217
760	1.630511595
761	1.629926036
762	1.629673535
763	1.629580906
764	1.6295474
765	1.629225936
766	1.628875692
767	1.628310678
768	1.628227238
769	1.62780867
770	1.627507405
771	1.627232729
772	1.627211795
773	1.627013536
774	1.626603512
775	1.625940533
776	1.625388747
777	1.624667878
778	1.62438957
779	1.623891069
780	1.623422021
781	1.622809411
782	1.622447396
783	1.622397245
784	1.622307011
785	1.622238992
786	1.621567568
787	1.621022484
788	1.620626108
789	1.620244728
790	1.620035928
791	1.619519473
792	1.619333006
793	1.6191875
794	1.619067554
795	1.618551382
796	1.618081024
797	1.617988263
798	1.617546441
799	1.617471041
800	1.616954622
801	1.616340353
802	1.616026884
803	1.615779666
804	1.615736718
805	1.615308984
806	1.615121227
807	1.614526078
808	1.613880291
809	1.613453023
810	1.613038057
811	1.612662089
812	1.612599279
813	1.61191649
814	1.61180095
815	1.61123217
816	1.610752283
817	1.610383981
818	1.610069437
819	1.609438187
820	1.609003268
821	1.608961696
822	1.608721139
823	1.608536305
824	1.60797403
825	1.607917619
826	1.607887377
827	1.607340455
828	1.607089763
829	1.607017835
830	1.606712994
831	1.606159567
832	1.605471421
833	1.605135883
834	1.60500661
835	1.604926527
836	1.604348855
837	1.604209916
838	1.604017984
839	1.603336503
840	1.603047265
841	1.602996925
842	1.60247033
843	1.602179717
844	1.601723276
845	1.601337518
846	1.601284081
847	1.601115427
848	1.600667759
849	1.600256695
850	1.599609637
851	1.599074474
852	1.598549073
853	1.598094598
854	1.597572091
855	1.596857239
856	1.596786539
857	1.596447341
858	1.596408098
859	1.596154465
860	1.596076935
861	1.595650225
862	1.594964537
863	1.594275016
864	1.594096181
865	1.594074155
866	1.593643092
867	1.593199726
868	1.593124068
869	1.59295255
870	1.592744853
871	1.592674316
872	1.592609276
873	1.592428583
874	1.59235899
875	1.592013129
876	1.591421674
877	1.591348724
878	1.591004355
879	1.590691378
880	1.590260462
881	1.589829935
882	1.589408602
883	1.58934119
884	1.589038392
885	1.588729833
886	1.588396156
887	1.588095801
888	1.58771255
889	1.58722122
890	1.586969043
891	1.586573885
892	1.586084499
893	1.585757478
894	1.585220575
895	1.584900283
896	1.584688849
897	1.584254519
898	1.58393845
899	1.583412493
900	1.582935692
901	1.582662399
902	1.582581995
903	1.582457071
904	1.582183682
905	1.581772684
906	1.581472655
907	1.58089717
908	1.580532078
909	1.580478375
910	1.58039222
911	1.580351925
912	1.580289203
913	1.579641405
914	1.579333188
915	1.578926163
916	1.578662112
917	1.578376412
918	1.578308969
919	1.578255985
920	1.578057052
921	1.577944764
922	1.577525308
923	1.57712646
924	1.577060434
925	1.576758141
926	1.576643223
927	1.576571644
928	1.576103981
929	1.575713441
930	1.575482376
931	1.574856446
932	1.574791523
933	1.574503091
934	1.574155372
935	1.574115532
936	1.574034176
937	1.573784811
938	1.573724651
939	1.573369352
940	1.573057585
941	1.572947251
942	1.572694818
943	1.572634443
944	1.572386946
945	1.572324754
946	1.571941463
947	1.571596022
948	1.571246175
949	1.570972343
950	1.570683832
951	1.57046096
952	1.57035708
953	1.569996255
954	1.569906725
955	1.569869319
956	1.569503963
957	1.569407513
958	1.569239745
959	1.568943754
960	1.568789338
961	1.568730416
962	1.56826783
963	1.567987887
964	1.567567136
965	1.56747937
966	1.567154997
967	1.567043695
968	1.566989958
969	1.566383876
970	1.565869441
971	1.565375516
972	1.565082192
973	1.565010039
974	1.564850285
975	1.5647931
976	1.564574232
977	1.564289133
978	1.564252934
979	1.564066517
980	1.563637777
981	1.563481607
982	1.563379274
983	1.563091946
984	1.562817762
985	1.562543803
986	1.562391568
987	1.562050439
988	1.561824513
989	1.561406888
990	1.561067742
991	1.560663034
992	1.560431512
993	1.560389791
994	1.560164155
995	1.55984594
996	1.559745244
997	1.559666179
998	1.559485275
999	1.559198011
45162773
